review_text,subtheme_sentiments_pred
1st experience buy tyre online m totally pleased choose redact process choose read tyre size price range helpful simple go choose garage appointment timedate suit customer service 1st class phone web chat form phone app recommend ill certainly recommend people know price slightly cheap majority market know price pay include fitting vat mean not need separately pay garage aswell experience redacted excellent service time require tyre service take worry search buy arrange fitting,"[('people', 'neutral'), ('garage appointment timedate suit customer service 1st', 'neutral'), ('separately pay garage aswell experience', 'negative'), ('phone app', 'neutral'), ('1st experience', 'neutral'), ('price pay', 'negative'), ('1st', 'neutral'), ('class phone web', 'neutral'), ('price', 'neutral'), ('tyre', 'neutral'), ('tyre service', 'neutral'), ('slightly cheap majority market', 'neutral'), ('chat', 'neutral'), ('choose redact process choose read tyre size price range helpful simple go', 'positive'), ('worry search buy arrange', 'negative'), ('fitting', 'neutral'), ('fitting vat', 'neutral')]"
easy navigate site pick tyre rating organize fitting locally,"[('tyre rating', 'neutral')]"
cost effective easy use good service,"[('easy use good service', 'positive')]"
fast efficient service good price,"[('fast efficient service good price', 'positive')]"
easy use good price convenient garage polite helpful friendly people,"[('helpful friendly people', 'positive'), ('good price convenient garage', 'positive')]"
good quick service cost similar competitor,"[('similar competitor', 'neutral'), ('quick service', 'neutral')]"
easy find correct tyre book local garage,"[('correct tyre book local garage', 'neutral')]"
good value service,"[('good value service', 'positive')]"
good service cheap price good choice fitting centre,"[('good service cheap price good choice fitting centre', 'positive')]"
2nd time redact probably great price fitting problem free,"[('2nd', 'neutral'), ('probably great price fitting problem', 'positive')]"
good service good price order quickly sort,"[('good service good price order', 'positive')]"
fantastic pricing availability different fitting station,"[('different fitting station', 'neutral'), ('fantastic pricing availability', 'positive')]"
quick efficient service mark durham team,"[('quick efficient', 'positive'), ('quick efficient service mark durham team', 'positive'), ('mark durham', 'neutral')]"
price good   easy online purchase   ease book time day suit,"[('price good   easy online purchase   ease book time day suit', 'positive')]"
good price choice fitting arrange convenient,"[('good price choice fitting arrange convenient', 'positive')]"
good online price conveniently locate local garage tyre change balanced,"[('good online price', 'positive'), ('local garage tyre change', 'neutral')]"
good price deliver time,"[('good price', 'positive')]"
great price ease use,"[('great price ease use', 'positive')]"
reasonable price tyre get choose time suit tyre fit well thank redact definitely use service need arise,"[('service need', 'neutral'), ('reasonable price tyre', 'neutral'), ('thank redact', 'positive'), ('time suit', 'neutral')]"
good price availability option,"[('good price availability option', 'positive')]"
fast organise fitting,"[('fast organise', 'neutral')]"
excellent service price quality fitting,"[('excellent service price quality', 'positive')]"
redact provide quality tyre good price fit local,"[('redact', 'neutral'), ('quality tyre', 'neutral')]"
fast good price plus excellent garage recommendation fit,"[('fast good price plus excellent garage recommendation fit', 'positive')]"
tyre depot knowledgeable,"[('tyre depot', 'neutral')]"
service easy use easy book local garage fit tyre,"[('service easy use easy book', 'positive'), ('local garage fit tyre', 'positive')]"
lot good fitter,"[('lot good fitter', 'positive')]"
ture fitter recommend damage alloy wheel deny responsibility cost £ 150£180 repair damage cost effective,"[('£ 150£180 repair damage cost', 'negative'), ('ture fitter', 'neutral'), ('150£180', 'neutral')]"
good service fair price,"[('good service fair price', 'positive')]"
good price exact tyre want available fit locally web site issue pass phone,"[('phone', 'neutral'), ('good price exact tyre', 'positive'), ('web site issue', 'neutral')]"
good price easy use pick local garage fit good,"[('good price easy use', 'positive'), ('good', 'positive'), ('local garage', 'neutral')]"
quick efficient polite,"[('quick efficient polite', 'positive')]"
good,[]
superb price service,"[('superb price service', 'positive')]"
efficient competitive service,"[('efficient competitive service', 'positive')]"
good price tyre convenient fitting location,"[('good price tyre convenient fitting location', 'positive')]"
excellent service easy use website good price premium tyre michelin mr tyre lincoln friendly helpful,"[('tyre lincoln', 'neutral'), ('michelin', 'neutral'), ('excellent service easy use website good price premium tyre michelin', 'positive'), ('mr tyre lincoln', 'neutral')]"
easy line system excellent service hi q st austell,"[('easy line system excellent service', 'positive')]"
good experience simple get cheap,[]
book online easy service choose provider good,"[('provider', 'neutral'), ('online easy service', 'positive'), ('book', 'neutral')]"
work seamlessly choose tyre get fit george frewing technically open,"[('george frewing', 'neutral'), ('work', 'neutral'), ('tyre', 'neutral'), ('fit george', 'positive')]"
pleased experience purchase online booking time slot experience staff location choose,"[('pleased experience purchase online booking time slot experience staff location', 'positive')]"
good price   hassle great fitter come,"[('good price   hassle great fitter', 'positive')]"
simple efficient value service,"[('simple efficient value service', 'positive')]"
easy access website good price tyre,"[('easy access website good price tyre', 'positive')]"
tyre perfectgarage ready 40 minutesperfect,"[('tyre perfectgarage', 'neutral'), ('40', 'neutral')]"
like website fitter great,"[('website fitter', 'neutral')]"
friendly professional excellent,"[('friendly professional excellent', 'positive')]"
excellent price tyre buy service definitely use recommend family friend,"[('excellent price tyre buy service', 'positive'), ('recommend family friend', 'positive')]"
good price internet fitting available 2 day great service fitting 30 min free coffee,"[('2 day', 'neutral'), ('30', 'neutral')]"
easy order great choice great price easy local fitting,"[('easy order great choice great price', 'positive')]"
competitively price decent quality tyre,"[('decent quality tyre', 'neutral')]"
tyre arrive time importantly fit wait 20 minute great service good value happy customer thank,"[('20 minute', 'neutral'), ('happy customer', 'positive')]"
8 high 6 low,"[('8', 'neutral')]"
good service god price,"[('good service god price', 'positive')]"
easy use good price garage great,"[('good price garage', 'positive')]"
tyre change quickly convenient able job home,[]
easy use website good price good local fitting,"[('easy use website good price good local fitting', 'positive')]"
easy select right tyre easy find fitter match price say fitter,"[('fitter match price', 'neutral'), ('easy select right tyre', 'positive')]"
honest people quick service lovely cuppa coffee wait,"[('honest people', 'positive')]"
easy choose garage brilliant fit tyre quickly,"[('easy choose garage brilliant fit tyre', 'positive')]"
simple use great price,"[('simple use', 'neutral'), ('great price', 'positive')]"
great service friendly local fitter,"[('great service friendly local fitter', 'positive')]"
price ease buy quality service repeat time,"[('price ease', 'positive')]"
quick service good price uk year old tyre thank,"[('year old', 'neutral'), ('quick service good price uk year old tyre thank', 'positive')]"
guy at friendly efficient good time advise fact exhaust loose,"[('fact', 'neutral'), ('guy', 'neutral'), ('friendly efficient good time', 'positive')]"
excellent value money,"[('excellent value money', 'positive')]"
